organism,contig_taxa
day7_DO_0_13C_cell_enriched_000000552496,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000553806,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000554828,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000556126,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000556868,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000558957,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000559661,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000560308,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000561513,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000561820,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000561902,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000562394,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000562476,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000562649,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000563524,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000563997,G_Francisella
day7_DO_0_13C_cell_enriched_000000564935,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000566008,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000567049,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000567100,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000567123,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000000568421,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000570060,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000571466,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000571911,C_Gammaproteobacteria
day7_DO_0_13C_cell_enriched_000000571954,F_Chlorobiaceae
day7_DO_0_13C_cell_enriched_000000571981,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000572380,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000573621,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000574223,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000574409,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000574733,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000574790,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000574925,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000575772,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000576292,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000576792,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000576834,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000577354,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000578547,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000579167,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000579762,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000579773,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000582101,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000582248,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000585687,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000585998,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000586148,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000586821,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000587242,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000589619,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000589931,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000591470,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000594056,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000594819,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000596019,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000596560,F_Chlorobiaceae
day7_DO_0_13C_cell_enriched_000000596637,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000598497,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000599269,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000599598,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000600244,ST_Pelodictyon luteolum DSM 273
day7_DO_0_13C_cell_enriched_000000600814,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000601110,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000601122,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000601526,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000601761,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000601920,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000604697,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000605212,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000605708,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000605828,C_Alphaproteobacteria
day7_DO_0_13C_cell_enriched_000000606529,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000607615,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000608124,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000612089,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000612252,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000612889,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000614243,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000616787,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000618296,S_uncultured Desulfobacter sp.
day7_DO_0_13C_cell_enriched_000000618854,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000621020,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000621859,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000622387,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000623490,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000623759,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000625594,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000627190,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000627327,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000627579,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000629003,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000629186,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000630018,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000631308,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000634633,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000634793,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000635823,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000636322,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000636671,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000636842,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000638174,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000638587,P_Pseudomonadota
day7_DO_0_13C_cell_enriched_000000638743,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000638855,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000640591,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000640943,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000641529,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000641641,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000641887,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000642659,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000643055,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000643268,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000644732,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000645518,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000646494,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000646650,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000647833,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000648301,O_Rhodobacterales
day7_DO_0_13C_cell_enriched_000000648646,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000649152,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000650255,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000650683,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000651417,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000652462,G_Thiomicrorhabdus
day7_DO_0_13C_cell_enriched_000000652502,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000653401,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000654350,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000655499,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000656700,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000657055,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000659300,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000659349,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000659483,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000660070,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000660174,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000660184,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000660954,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000663926,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000664671,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000665247,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000668517,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000668924,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000669236,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000670510,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000671105,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000671400,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000673328,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000673955,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000676318,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000676687,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000677166,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000678131,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000678996,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000679369,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000681584,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000682852,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000683827,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000684350,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000685363,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000685626,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000686187,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000686403,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000686661,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000686827,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000687140,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000687142,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000688433,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000689038,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000689080,S_Thiomicrorhabdus sp.
day7_DO_0_13C_cell_enriched_000000689868,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000690135,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000690248,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000690595,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000691157,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000691779,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000692177,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000692470,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000692502,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000693112,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000693800,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000694609,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000697507,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000700215,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000700360,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000700478,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000701839,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000702143,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000703368,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000703517,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000703889,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000704145,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000704494,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000706963,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000709065,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000710506,CL_Terrabacteria group
day7_DO_0_13C_cell_enriched_000000713517,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000713648,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000714223,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000715027,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000715951,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000716691,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000000717318,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000717342,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000721495,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000721970,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000722819,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000723343,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000723577,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000725008,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000725976,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000726006,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000726454,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000727712,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000729487,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000730858,S_Thiomicrorhabdus sp.
day7_DO_0_13C_cell_enriched_000000730985,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000733250,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000734523,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000735631,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000735636,G_Gammaretrovirus
day7_DO_0_13C_cell_enriched_000000736913,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000737123,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000737411,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000737895,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000738290,O_Rhodobacterales
day7_DO_0_13C_cell_enriched_000000738608,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000738647,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000739148,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000739554,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000740489,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000740709,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000744095,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000745185,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000746626,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000747328,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000748144,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000748377,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000749978,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000751492,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000751905,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000752152,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000753500,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000753685,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000754004,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000754872,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000755122,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000756155,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000756273,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000756996,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000000757536,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000757827,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000758351,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000758390,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000758680,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000759044,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000760922,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000763987,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000764601,F_Chlorobiaceae
day7_DO_0_13C_cell_enriched_000000765578,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000765904,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000768139,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000769439,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000770169,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000771455,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000771906,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000772428,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000775032,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000775838,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000776160,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000779154,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000780023,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000780717,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000781072,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000781647,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000783708,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000784078,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000784937,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000785554,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000786437,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000788087,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000788488,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000790867,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000790875,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000791824,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000793424,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000793641,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000793657,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000795035,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000795547,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000795721,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000795763,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000796474,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000797655,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000798836,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000798954,G_Gimesia
day7_DO_0_13C_cell_enriched_000000799663,F_Chlorobiaceae
day7_DO_0_13C_cell_enriched_000000799666,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000799721,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000800416,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000800519,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000800701,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000800776,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000803978,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000804621,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000806035,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000806598,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000806722,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000807925,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000810678,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000810975,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000811813,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000812723,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000813122,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000814554,G_Sulfurimonas
day7_DO_0_13C_cell_enriched_000000816803,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000817637,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000817783,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000818658,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000819336,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000821354,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000821969,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000822664,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000824679,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000826392,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000826443,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000827076,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000828816,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000829054,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000829999,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000830094,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000830672,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000830717,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000000833282,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000835482,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000839107,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000839868,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000839983,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000843208,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000843784,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000844222,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000844269,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000847770,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000848234,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000849252,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000851857,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000852991,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000853126,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000853309,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000853764,S_Synechococcus sp. BMK-MC-1
day7_DO_0_13C_cell_enriched_000000854183,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000854669,ST_Desulfocapsa sulfexigens DSM 10523
